id,title,source_type,publisher,date,url_or_path,evidence_grade,notes
SRC-ai-061,MediaPipe GitHub repository and README,code_repository,Google AI Edge,2026-06-05,https://github.com/google-ai-edge/mediapipe,A,Official repository for product scope framework architecture Apache-2.0 license privacy notice and project status.
SRC-ai-062,MediaPipe Solutions guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/guide,S,Official catalog of MediaPipe Tasks models Studio Model Maker supported platforms and legacy solution status.
SRC-ai-063,MediaPipe Tasks overview,product_documentation,Google AI Edge,2026-06-08,https://developers.google.com/edge/mediapipe/solutions/tasks,S,Official Tasks API architecture package setup accelerator claims supported platforms and privacy notice.
SRC-ai-064,MediaPipe Framework concepts,technical_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/framework/framework_concepts/framework_concepts,S,Official explanation of graphs calculators packets streams side packets lifecycle and data flow.
SRC-ai-065,MediaPipe synchronization,technical_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/framework/framework_concepts/synchronization,S,Official scheduler queue executor timestamp synchronization determinism and input policy documentation.
SRC-ai-066,MediaPipe GPU framework support,technical_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/framework/framework_concepts/gpu,S,Official GPU calculator OpenGL ES Metal context and CPU GPU transfer documentation.
SRC-ai-067,MediaPipe Hand Landmarker guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/vision/hand_landmarker,S,Representative Task pipeline documenting detector plus landmark model tracking running modes outputs and benchmark context.
SRC-ai-068,MediaPipe A Framework for Building Perception Pipelines,paper,arXiv,2019-06-14,https://arxiv.org/abs/1906.08172,S,Original MediaPipe framework paper describing reusable calculator graphs cross-platform deployment and performance measurement.
SRC-ai-069,MediaPipe Model Maker overview,product_documentation,Google AI Edge,2026-06-05,https://developers.google.com/edge/mediapipe/solutions/model_maker,S,Official Model Maker capabilities transfer-learning limits and no-longer-actively-maintained status.
SRC-ai-070,MediaPipe LLM Inference guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/genai/llm_inference,S,Official on-device LLM API model conversion task bundle and maintenance-only migration notice.
SRC-ai-071,LiteRT overview,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/litert,S,Official successor runtime context for MediaPipe GenAI migration model conversion quantization and accelerator deployment.
SRC-ai-072,MediaPipe Python setup guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/setup_python,S,Official Python package supported operating systems and version requirements.
SRC-ai-073,MediaPipe Web setup guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/setup_web,S,Official Web JavaScript package and CDN setup for vision text audio and GenAI tasks.
SRC-ai-074,MediaPipe Android setup guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/setup_android,S,Official Android SDK package asset placement and minimum platform requirements.
SRC-ai-075,MediaPipe iOS setup guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/setup_ios,S,Official iOS CocoaPods package model bundle and platform requirements.
SRC-ai-076,MediaPipe v0.10.35 release,release_notes,Google AI Edge,2026-04-28,https://github.com/google-ai-edge/mediapipe/releases/tag/v0.10.35,S,Latest verified release as of 2026-07-14 including API3 migration fixes Android NPU JIT support and package maintenance.
SRC-ai-077,MediaPipe Hand Landmarker Python guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/vision/hand_landmarker/python,S,Official current Python example for model setup IMAGE VIDEO LIVE_STREAM calls timestamps callbacks and result handling.
SRC-ai-078,AI Edge RAG guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/genai/rag,S,Official on-device RAG SDK architecture Android scope and deprecated status.
SRC-ai-079,AI Edge Function Calling guide,product_documentation,Google AI Edge,2026-05-28,https://developers.google.com/edge/mediapipe/solutions/genai/function_calling,S,Official on-device function calling SDK architecture Android scope deprecation and LiteRT-LM migration guidance.
SRC-ai-bili-BV1WLja6gEwq,AI自己做科研了，那么人干嘛？#AI #AI科研 #英伟达 #人工智能 #科技改变生活,video,新达同学,待验证,https://www.bilibili.com/video/BV1WLja6gEwq,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-15-bilibili-bv1wlja6gewq-ai-ai-ai.json; source_card=knowledge/_sources/bilibili-bv1wlja6gewq-ai-ai-ai.md; synthesized=knowledge/_syntheses/bilibili-enpire-physical-autoresearch-deep-dive-2026-07-15.md; ENPIRE name/modules/results cross-checked against SRC-ai-080; ASR and model-comparison claims retain B-grade limits.
SRC-ai-080,ENPIRE Agentic Robot Policy Self-Improvement in the Real World,paper,NVIDIA / CMU / UC Berkeley,2026-06-18,https://arxiv.org/abs/2606.19980,S,Primary paper and NVIDIA project page verifying the Bilibili BV1WLja6gEwq ENPIRE framework modules real-world policy-improvement loop task scope and pass@8 reporting boundary.
SRC-ai-bili-BV152Ne6qEuF,18岁年薪百万，AI抢人大战开始了！AI天才的收入有多疯狂？,video,数据库kira,待验证,https://www.bilibili.com/video/BV152Ne6qEuF,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-16-bilibili-bv152ne6qeuf-18-ai-ai.json; source_card=knowledge/_sources/bilibili-bv152ne6qeuf-18-ai-ai.md
SRC-ai-081,国务院关于深入实施“人工智能+”行动的意见,policy,国务院/中国政府网,2025-08-21,https://www.miit.gov.cn/xwfb/szyw/art/2025/art_f8bd63905b384841a84e643c1b9455c7.html,S,Primary policy source on AI talent training youth-talent evaluation stock-option incentives and AI employment-risk assessment; used to bound Bilibili BV152Ne6qEuF talent-market claims.
SRC-ai-bili-BV1HkKG69EeD,李飞飞、Jim Fan新作！RoboTTT把上下文拉到8K，机器人终于不再转头就忘,video,具身智能之心RoboTech,待验证,https://www.bilibili.com/video/BV1HkKG69EeD,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-18-bilibili-bv1hkkg69eed-jim-fan-robottt-8k.json; source_card=knowledge/_sources/bilibili-bv1hkkg69eed-jim-fan-robottt-8k.md
SRC-ai-bili-BV1JhNC6zE8X,GPT 5.6 Sol 操控 Blender 有多强？社区案例、MCP 安装与真实实测,video,kate人不错,待验证,https://www.bilibili.com/video/BV1JhNC6zE8X,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-18-bilibili-bv1jhnc6ze8x-gpt-5-6-sol-blender-mcp.json; source_card=knowledge/_sources/bilibili-bv1jhnc6ze8x-gpt-5-6-sol-blender-mcp.md
SRC-ai-082,BlenderMCP project README,product_documentation,ahujasid,2026-07-18,https://github.com/ahujasid/blender-mcp,A,Project-primary README verifying local Blender add-on plus MCP-server architecture, scene and Python-execution capabilities, optional Poly Haven and third-party 3D-generator integrations, and persistent credential risk; it does not verify any GPT 5.6/Sol branding or the video performance claims.
SRC-ai-bili-BV13yKV6GEK8,做具身智能一定要几十万吗？我们带着答案拿了个冠军,video,黑狗木,待验证,https://www.bilibili.com/video/BV13yKV6GEK8,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-19-bilibili-bv13ykv6gek8-bilibili-video.json; source_card=knowledge/_sources/bilibili-bv13ykv6gek8-bilibili-video.md
SRC-ai-bili-BV1B2Kc6HEyX,PI 机器人 AI 创业公司 · 7 位创始人 · 18 个月 · 13 项产出【Survey 2026】,video,白拾的物理AI组会,待验证,https://www.bilibili.com/video/BV1B2Kc6HEyX,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-19-bilibili-bv1b2kc6heyx-pi-ai-7-18-13-survey-2026.json; source_card=knowledge/_sources/bilibili-bv1b2kc6heyx-pi-ai-7-18-13-survey-2026.md
SRC-ai-bili-BV17WNv6GEro,途见科技：国家认证的“皮肤级”触觉方案,video,小水_VC看具身智能,待验证,https://www.bilibili.com/video/BV17WNv6GEro,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-20-bilibili-bv17wnv6gero-bilibili-video.json; source_card=knowledge/_sources/bilibili-bv17wnv6gero-bilibili-video.md
SRC-ai-bili-BV1X45w6YENG,【教程】具身智能实操，蚂蚁灵波VLA上手体验,video,陈老师具身xbotics,待验证,https://www.bilibili.com/video/BV1X45w6YENG,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-23-bilibili-bv1x45w6yeng-vla.json; source_card=knowledge/_sources/bilibili-bv1x45w6yeng-vla.md
SRC-ai-bili-BV1cRK86zEpQ,和蚂蚁灵波沈宇军聊机器人原生基础模型,video,张小珺商业访谈录,待验证,https://www.bilibili.com/video/BV1cRK86zEpQ,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-23-bilibili-bv1crk86zepq-scale-up.json; source_card=knowledge/_sources/bilibili-bv1crk86zepq-scale-up.md
SRC-ai-bili-BV1KtKY6RExA,模型越强， Superpowers 和 MattPocock-Skills 应该删除谁？,video,AI随风随风,待验证,https://www.bilibili.com/video/BV1KtKY6RExA,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-23-bilibili-bv1ktky6rexa-superpowers-mattpocock-skills.json; source_card=knowledge/_sources/bilibili-bv1ktky6rexa-superpowers-mattpocock-skills.md
SRC-ai-bili-BV1q7Ny6TE8V,🔥77K Star！一句话生成模版！ai设计工具他来了,video,GitHub开源社区,待验证,https://www.bilibili.com/video/BV1q7Ny6TE8V,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-23-bilibili-bv1q7ny6te8v-77k-star-ai.json; source_card=knowledge/_sources/bilibili-bv1q7ny6te8v-77k-star-ai.md
SRC-ai-bili-BV1pNKU6dE3V,对话Vincent Koc：OpenClaw的反思与进化，与Agent的下一步 | B站 x WAIC AI会客厅【101视频播客】,video,硅谷101,待验证,https://www.bilibili.com/video/BV1pNKU6dE3V,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-23-bilibili-bv1pnku6de3v-vincent-koc-openclaw-agent-b-x-waic-ai-101.json; source_card=knowledge/_sources/bilibili-bv1pnku6de3v-vincent-koc-openclaw-agent-b-x-waic-ai-101.md
SRC-ai-bili-BV17ooSB2E93,人形机器人运控算法概览,video,Cristina绛,待验证,https://www.bilibili.com/video/BV17ooSB2E93,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-24-bilibili-bv17oosb2e93-bilibili-video.json; source_card=knowledge/_sources/bilibili-bv17oosb2e93-bilibili-video.md; synthesized=knowledge/_syntheses/bilibili-humanoid-motion-control-algorithms-deep-dive-2026-07-24.md; DeepMimic/AMP and the policy boundary cross-checked against primary sources.
SRC-ai-bili-BV17doLBJEBt,"PI0.7再次引用MemoryVLA，聊一聊 VLA 中的“记忆""",video,Dexmal原力灵机,待验证,https://www.bilibili.com/video/BV17doLBJEBt,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-24-bilibili-bv17dolbjebt-pi0-7-memoryvla-vla.json; source_card=knowledge/_sources/bilibili-bv17dolbjebt-pi0-7-memoryvla-vla.md; synthesized=knowledge/_syntheses/bilibili-memoryvla-temporal-memory-deep-dive-2026-07-24.md; MemoryVLA and ReMem-VLA cross-checked against primary papers.
SRC-ai-bili-BV1DKMt6HEvk,对话DYNA机器人联创York Yang,video,许华哲Harry,待验证,https://www.bilibili.com/video/BV1DKMt6HEvk,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-26-bilibili-bv1dkmt6hevk-dyna-york-yang.json; source_card=knowledge/_sources/bilibili-bv1dkmt6hevk-dyna-york-yang.md
SRC-ai-bili-BV1uwgf6VEeh,2026智源大会丨清华于超主讲：具身智能为什么需要强化学习？面向具身智能的高灵活大规模强化学习框架RLinf！—具身智能机器人/PPO算法,video,具身智能机器人入门,待验证,https://www.bilibili.com/video/BV1uwgf6VEeh,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-28-bilibili-bv1uwgf6veeh-2026-rlinf-ppo.json; source_card=knowledge/_sources/bilibili-bv1uwgf6veeh-2026-rlinf-ppo.md
SRC-ai-bili-BV1z33L6gE9y,开源机器人与机械臂成套方案选型调研,video,啥也不会的小黑黑,待验证,https://www.bilibili.com/video/BV1z33L6gE9y,B,Daily Bilibili AI/embodied pipeline; raw=raw/_inbox/transcripts/2026-07-28-bilibili-bv1z33l6ge9y-bilibili-video.json; source_card=knowledge/_sources/bilibili-bv1z33l6ge9y-bilibili-video.md
